		ndcg	pak	apk	map	no gt precision	no gt recall
gene regulation	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	0.6309297535714574	0.0	0.0	0.18377049180327865	0.15384615384615385	0.012820512820512846	
	bioportal	0.6309297535714574	0.0	0.0	0.48215846994535533	0.15384615384615385	0.012820512820512846	
	solr	1.0	1.0	1.0	0.46581967213114767	0.23076923076923078	0.01923076923076927	
	ols	1.0	1.0	1.0	0.5040710382513662	0.23076923076923078	0.01923076923076927	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
brown adipose	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
differential scanning calorimetry	bm25	1.0	0.800000011920929	1.0	0.40562841530054644	0.9230769230769231	0.2448979591836739	
	vsm	1.0	0.800000011920929	1.0	0.40562841530054644	0.9230769230769231	0.2448979591836739	
	class-match-measure	1.0	0.800000011920929	1.0	0.40562841530054644	0.9230769230769231	0.2448979591836739	
	tf_idf	1.0	0.800000011920929	1.0	0.4081967213114754	0.9230769230769231	0.2448979591836739	
	boolean	1.0	0.800000011920929	1.0	0.4039890710382513	0.9230769230769231	0.2448979591836739	
	zooma	1.0	0.800000011920929	1.0	0.18377049180327865	0.9230769230769231	0.2448979591836739	
	bioportal	1.0	0.800000011920929	1.0	0.48215846994535533	0.9230769230769231	0.2448979591836739	
	solr	1.0	0.800000011920929	1.0	0.46581967213114767	0.9230769230769231	0.2448979591836739	
	ols	1.0	0.800000011920929	1.0	0.5040710382513662	0.9230769230769231	0.2448979591836739	
	semantic-similarity	1.0	0.800000011920929	1.0	0.4075409836065574	0.9230769230769231	0.2448979591836739	
	pagerank	1.0	0.800000011920929	1.0	0.4081967213114754	0.9230769230769231	0.2448979591836739	
	
Ovarian Cystadenoma	bm25	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.12790697674418625	
	vsm	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.12790697674418625	
	class-match-measure	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.12790697674418625	
	tf_idf	1.0	1.0	1.0	0.4081967213114754	0.8461538461538461	0.12790697674418625	
	boolean	1.0	1.0	1.0	0.4039890710382513	0.8461538461538461	0.12790697674418625	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	1.0	1.0	1.0	0.48215846994535533	0.8461538461538461	0.12790697674418625	
	solr	1.0	1.0	1.0	0.46581967213114767	0.8461538461538461	0.12790697674418625	
	ols	1.0	1.0	1.0	0.5040710382513662	0.8461538461538461	0.12790697674418625	
	semantic-similarity	1.0	1.0	1.0	0.4075409836065574	0.8461538461538461	0.12790697674418625	
	pagerank	1.0	1.0	1.0	0.4081967213114754	0.8461538461538461	0.12790697674418625	
	
Carboplatin	bm25	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1279069767441863	
	vsm	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1279069767441863	
	class-match-measure	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1279069767441863	
	tf_idf	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4081967213114754	0.8461538461538461	0.1279069767441863	
	boolean	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4039890710382513	0.8461538461538461	0.1279069767441863	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.48215846994535533	0.8461538461538461	0.1279069767441863	
	solr	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.46581967213114767	0.8461538461538461	0.1279069767441863	
	ols	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.5040710382513662	0.8461538461538461	0.1279069767441863	
	semantic-similarity	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4075409836065574	0.8461538461538461	0.1279069767441863	
	pagerank	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4081967213114754	0.8461538461538461	0.1279069767441863	
	
eye disease	bm25	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06626506024096399	
	vsm	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06626506024096399	
	class-match-measure	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06626506024096399	
	tf_idf	0.6131471927654585	0.5	0.5	0.4081967213114754	0.8461538461538461	0.06626506024096399	
	boolean	0.6131471927654585	0.5	0.5	0.4039890710382513	0.8461538461538461	0.06626506024096399	
	zooma	0.0	0.0	0.0	0.18377049180327865	0.07692307692307693	0.00602409638554218	
	bioportal	0.8772153153380494	0.5	0.5	0.48215846994535533	0.5	0.07831325301204833	
	solr	0.6052602440527058	0.5	0.25	0.46581967213114767	0.5384615384615384	0.08433734939759052	
	ols	0.6509209298071325	0.5	0.25	0.5040710382513662	0.5384615384615384	0.08433734939759052	
	semantic-similarity	0.6131471927654585	0.5	0.5	0.4075409836065574	0.8461538461538461	0.06626506024096399	
	pagerank	0.6131471927654585	0.5	0.5	0.4081967213114754	0.8461538461538461	0.06626506024096399	
	
MYH7	bm25	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06748466257668724	
	vsm	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06748466257668724	
	class-match-measure	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06748466257668724	
	tf_idf	0.6131471927654585	0.5	0.5	0.4081967213114754	0.8461538461538461	0.06748466257668724	
	boolean	0.6131471927654585	0.5	0.5	0.4039890710382513	0.8461538461538461	0.06748466257668724	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.6131471927654585	0.5	0.5	0.48215846994535533	0.8461538461538461	0.06748466257668724	
	solr	0.6131471927654585	0.5	0.5	0.46581967213114767	0.5	0.07975460122699402	
	ols	0.6131471927654585	0.5	0.5	0.5040710382513662	0.8461538461538461	0.06748466257668724	
	semantic-similarity	0.6131471927654585	0.5	0.5	0.4075409836065574	0.8461538461538461	0.06748466257668724	
	pagerank	0.6131471927654585	0.5	0.5	0.4081967213114754	0.8461538461538461	0.06748466257668724	
	
fever infection syndrome	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
sequence alignment	bm25	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.8461538461538461	0.06508875739644981	
	vsm	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.8461538461538461	0.06508875739644981	
	class-match-measure	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.8461538461538461	0.06508875739644981	
	tf_idf	0.6131471927654585	0.20000000298023224	0.5	0.4081967213114754	0.8461538461538461	0.06508875739644981	
	boolean	0.6131471927654585	0.20000000298023224	0.5	0.4039890710382513	0.8461538461538461	0.06508875739644981	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.30657359638272924	0.20000000298023224	0.16666666666666666	0.48215846994535533	0.3846153846153846	0.08875739644970429	
	solr	0.6131471927654585	0.20000000298023224	0.5	0.46581967213114767	0.32692307692307687	0.10059171597633153	
	ols	0.38685280723454163	0.20000000298023224	0.25	0.5040710382513662	0.3846153846153846	0.08875739644970429	
	semantic-similarity	0.6131471927654585	0.20000000298023224	0.5	0.4075409836065574	0.8461538461538461	0.06508875739644981	
	pagerank	0.6131471927654585	0.20000000298023224	0.5	0.4081967213114754	0.8461538461538461	0.06508875739644981	
	
dowling degos syndrome	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
Ovarian Embryonal Carcinoma	bm25	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.7692307692307693	0.0591715976331362	
	vsm	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.7692307692307693	0.0591715976331362	
	class-match-measure	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.7692307692307693	0.0591715976331362	
	tf_idf	0.6131471927654585	0.20000000298023224	0.5	0.4081967213114754	0.7692307692307693	0.0591715976331362	
	boolean	0.6131471927654585	0.20000000298023224	0.5	0.4039890710382513	0.7692307692307693	0.0591715976331362	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	1.0	0.4000000059604645	1.0	0.48215846994535533	0.40384615384615385	0.12426035502958602	
	solr	0.430624116386567	0.20000000298023224	0.1	0.46581967213114767	0.3076923076923077	0.047337278106508965	
	ols	1.0	0.4000000059604645	1.0	0.5040710382513662	0.40384615384615385	0.12426035502958602	
	semantic-similarity	0.6131471927654585	0.20000000298023224	0.5	0.4075409836065574	0.7692307692307693	0.0591715976331362	
	pagerank	0.6131471927654585	0.20000000298023224	0.5	0.4081967213114754	0.7692307692307693	0.0591715976331362	
	
disease staging	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
fatty liver	bm25	0.39038004999210174	0.20000000298023224	0.25	0.40562841530054644	0.8461538461538461	0.06470588235294131	
	vsm	0.39038004999210174	0.20000000298023224	0.25	0.40562841530054644	0.8461538461538461	0.06470588235294131	
	class-match-measure	0.39038004999210174	0.20000000298023224	0.25	0.40562841530054644	0.8461538461538461	0.06470588235294131	
	tf_idf	0.39038004999210174	0.20000000298023224	0.25	0.4081967213114754	0.8461538461538461	0.06470588235294131	
	boolean	0.39038004999210174	0.20000000298023224	0.25	0.4039890710382513	0.8461538461538461	0.06470588235294131	
	zooma	0.8318724637288826	0.6000000238418579	0.75	0.18377049180327865	0.2564102564102564	0.05882352941176482	
	bioportal	0.6366824387328317	0.4000000059604645	0.5	0.48215846994535533	0.5128205128205129	0.11764705882352966	
	solr	0.6207412960974642	0.20000000298023224	0.25	0.46581967213114767	0.6153846153846154	0.09411764705882372	
	ols	0.6366824387328317	0.4000000059604645	0.5	0.5040710382513662	0.5128205128205129	0.11764705882352966	
	semantic-similarity	0.39038004999210174	0.20000000298023224	0.25	0.4075409836065574	0.8461538461538461	0.06470588235294131	
	pagerank	0.39038004999210174	0.20000000298023224	0.25	0.4081967213114754	0.8461538461538461	0.06470588235294131	
	
health belief	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
Ovarian Choriocarcinoma	bm25	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.8461538461538461	0.06586826347305402	
	vsm	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.8461538461538461	0.06586826347305402	
	class-match-measure	0.6131471927654585	0.20000000298023224	0.5	0.40562841530054644	0.8461538461538461	0.06586826347305402	
	tf_idf	0.6131471927654585	0.20000000298023224	0.5	0.4081967213114754	0.8461538461538461	0.06586826347305402	
	boolean	0.6131471927654585	0.20000000298023224	0.5	0.4039890710382513	0.8461538461538461	0.06586826347305402	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.9197207891481877	0.4000000059604645	0.8333333333333333	0.48215846994535533	0.3653846153846154	0.11377245508982059	
	solr	0.6131471927654585	0.20000000298023224	0.5	0.46581967213114767	0.8461538461538461	0.06586826347305402	
	ols	0.9197207891481877	0.4000000059604645	0.8333333333333333	0.5040710382513662	0.4358974358974359	0.10179640718562893	
	semantic-similarity	0.6131471927654585	0.20000000298023224	0.5	0.4075409836065574	0.8461538461538461	0.06586826347305402	
	pagerank	0.6131471927654585	0.20000000298023224	0.5	0.4081967213114754	0.8461538461538461	0.06586826347305402	
	
dose response	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	1.0	1.0	1.0	0.18377049180327865	0.38461538461538464	0.03205128205128212	
	bioportal	1.0	1.0	1.0	0.48215846994535533	0.38461538461538464	0.03205128205128212	
	solr	1.0	1.0	1.0	0.46581967213114767	0.38461538461538464	0.03205128205128212	
	ols	1.0	1.0	1.0	0.5040710382513662	0.38461538461538464	0.03205128205128212	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
connective tissue	bm25	0.7349468987069969	0.800000011920929	0.6433333333333333	0.40562841530054644	0.7076923076923076	0.22772277227722806	
	vsm	0.7349468987069969	0.800000011920929	0.6433333333333333	0.40562841530054644	0.7076923076923076	0.22772277227722806	
	class-match-measure	0.7349468987069969	0.800000011920929	0.6433333333333333	0.40562841530054644	0.6461538461538462	0.20792079207920824	
	tf_idf	0.8020378746650064	0.800000011920929	0.8	0.4081967213114754	0.6769230769230768	0.21782178217821813	
	boolean	0.6334982227809455	0.800000011920929	0.5433333333333333	0.4039890710382513	0.6307692307692306	0.20297029702970323	
	zooma	0.27487633291429087	0.20000000298023224	0.2	0.18377049180327865	0.7692307692307693	0.049504950495049584	
	bioportal	0.7522573453238252	0.4000000059604645	0.3	0.48215846994535533	0.5384615384615385	0.17326732673267353	
	solr	0.7646489081928867	0.800000011920929	0.71	0.46581967213114767	0.6346153846153846	0.1633663366336636	
	ols	0.8625618335428545	0.800000011920929	0.71	0.5040710382513662	0.5076923076923077	0.1633663366336636	
	semantic-similarity	0.7899917627398735	0.800000011920929	0.76	0.4075409836065574	0.7076923076923076	0.22772277227722806	
	pagerank	0.8020378746650064	0.800000011920929	0.8	0.4081967213114754	0.6769230769230768	0.21782178217821813	
	
health services	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	1.0	1.0	1.0	0.18377049180327865	0.07692307692307693	0.006493506493506506	
	bioportal	0.0	0.0	0.0	0.48215846994535533	NaN	0.0	
	solr	0.0	0.0	0.0	0.46581967213114767	0.15384615384615385	0.012987012987013012	
	ols	0.0	0.0	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
Paclitaxel	bm25	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1279069767441863	
	vsm	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1279069767441863	
	class-match-measure	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.40562841530054644	0.8461538461538461	0.1279069767441863	
	tf_idf	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4081967213114754	0.8461538461538461	0.1279069767441863	
	boolean	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4039890710382513	0.8461538461538461	0.1279069767441863	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.48215846994535533	0.8461538461538461	0.1279069767441863	
	solr	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.46581967213114767	0.8461538461538461	0.1279069767441863	
	ols	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.5040710382513662	0.8461538461538461	0.1279069767441863	
	semantic-similarity	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4075409836065574	0.8461538461538461	0.1279069767441863	
	pagerank	0.7653606369886218	0.4000000059604645	0.6666666666666666	0.4081967213114754	0.8461538461538461	0.1279069767441863	
	
electron microscopy	bm25	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.27093596059113345	
	vsm	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.27093596059113345	
	class-match-measure	1.0	1.0	1.0	0.40562841530054644	0.8461538461538461	0.27093596059113345	
	tf_idf	1.0	1.0	1.0	0.4081967213114754	0.8461538461538461	0.27093596059113345	
	boolean	1.0	1.0	1.0	0.4039890710382513	0.8461538461538461	0.27093596059113345	
	zooma	0.3391602052736162	0.20000000298023224	0.2	0.18377049180327865	0.9230769230769231	0.05911330049261094	
	bioportal	0.9068250379649667	0.800000011920929	0.6433333333333333	0.48215846994535533	0.7076923076923076	0.22660098522167524	
	solr	1.0	1.0	1.0	0.46581967213114767	0.8461538461538461	0.27093596059113345	
	ols	1.0	1.0	1.0	0.5040710382513662	0.8461538461538461	0.27093596059113345	
	semantic-similarity	1.0	1.0	1.0	0.4075409836065574	0.8461538461538461	0.27093596059113345	
	pagerank	1.0	1.0	1.0	0.4081967213114754	0.8461538461538461	0.27093596059113345	
	
cell mass	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
gene expression phenotype	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
heart rate	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	0.0	0.0	0.0	0.18377049180327865	0.3076923076923077	0.02469135802469141	
	bioportal	1.0	0.20000000298023224	1.0	0.48215846994535533	0.3076923076923077	0.07407407407407422	
	solr	1.0	0.20000000298023224	1.0	0.46581967213114767	0.3076923076923077	0.04938271604938282	
	ols	1.0	0.20000000298023224	1.0	0.5040710382513662	0.25	0.08024691358024708	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
high performance liquid	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
cell proliferation	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	0.0	0.0	0.0	0.18377049180327865	0.07692307692307693	0.0062893081761006405	
	bioportal	1.0	0.4000000059604645	1.0	0.48215846994535533	0.3076923076923077	0.050314465408805124	
	solr	0.8175295903539447	0.20000000298023224	0.5	0.46581967213114767	0.3076923076923077	0.050314465408805124	
	ols	1.0	0.4000000059604645	1.0	0.5040710382513662	0.3076923076923077	0.050314465408805124	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
goldstein hutt	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
breast cancer	bm25	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.40562841530054644	0.8461538461538461	0.06395348837209314	
	vsm	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.40562841530054644	0.8461538461538461	0.06395348837209314	
	class-match-measure	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.40562841530054644	0.8461538461538461	0.06395348837209314	
	tf_idf	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4081967213114754	0.8461538461538461	0.06395348837209314	
	boolean	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4039890710382513	0.8461538461538461	0.06395348837209314	
	zooma	0.0	0.0	0.0	0.18377049180327865	0.15384615384615385	0.011627906976744208	
	bioportal	0.8854598815714875	0.6000000238418579	0.7555555555555555	0.48215846994535533	0.4423076923076923	0.13372093023255838	
	solr	0.7039180890341348	0.4000000059604645	0.5555555555555555	0.46581967213114767	0.4423076923076923	0.13372093023255838	
	ols	0.7328286204777911	0.6000000238418579	0.6388888888888888	0.5040710382513662	0.4423076923076923	0.13372093023255838	
	semantic-similarity	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4075409836065574	0.8461538461538461	0.06395348837209314	
	pagerank	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4081967213114754	0.8461538461538461	0.06395348837209314	
	
bone marrow	bm25	0.892210845475489	1.0	1.0	0.40562841530054644	0.7846153846153846	0.25247524752475287	
	vsm	0.892210845475489	1.0	1.0	0.40562841530054644	0.7846153846153846	0.25247524752475287	
	class-match-measure	0.892210845475489	1.0	1.0	0.40562841530054644	0.7846153846153846	0.25247524752475287	
	tf_idf	0.892210845475489	1.0	1.0	0.4081967213114754	0.7846153846153846	0.25247524752475287	
	boolean	0.892210845475489	1.0	1.0	0.4039890710382513	0.7846153846153846	0.25247524752475287	
	zooma	0.3026024134988135	0.20000000298023224	0.2	0.18377049180327865	0.8461538461538461	0.05445544554455454	
	bioportal	0.9705437052559006	0.800000011920929	0.76	0.48215846994535533	0.5846153846153846	0.18811881188118842	
